Contract_ID,Vendor,Category,Approved_Amount_USD,Invoiced_Amount_USD,Contract_Status,Start_Date,End_Date
C-2349,EY,Risk Audit,866533,744005,Closed,2023-06-05,2024-05-23
C-2350,Capgemini,Cloud Services,234064,206091,Closed,2023-01-30,2024-06-27
C-2351,Oracle,ERP Implementation,72539,86605,Active (Overrun),2023-05-26,2024-09-30
C-2352,Oracle,Cloud Support,184422,201545,Active (Overrun),2024-01-01,2024-10-27
C-2353,Microsoft,Cloud Support,618210,605339,Active (Overrun),2023-05-23,2024-04-24
C-2354,Oracle,Finance Ops,171645,150546,Closed,2023-01-17,2024-08-07
C-2355,Microsoft,Finance Ops,786338,767694,Closed,2023-02-08,2024-05-11
C-2356,PwC,ERP Implementation,204447,218598,Active,2023-04-12,2024-05-05
C-2357,Deloitte,Software Dev,986047,1180515,Active,2023-12-27,2024-09-05
C-2358,EY,Software Dev,830265,680251,Active (Overrun),2023-04-16,2024-10-21
C-2359,IBM,ERP Implementation,126904,137496,Active,2023-04-13,2024-10-27
C-2360,Deloitte,Cloud Support,683765,741999,Active,2023-01-30,2024-09-07
C-2361,IBM,Software Dev,795018,677065,Active,2023-11-24,2024-04-08
C-2362,IBM,Cloud Services,215353,231969,Active,2023-06-24,2024-04-05
C-2363,IBM,Software Dev,534225,468110,Closed,2023-03-11,2024-02-22
C-2364,SAP,Finance Ops,519625,563073,Active,2023-01-31,2024-03-10
C-2365,IBM,ERP Implementation,994100,996983,Active,2023-02-20,2024-08-09
C-2366,Oracle,Finance Ops,274403,314110,Active,2023-05-15,2024-09-28
C-2367,Globant,Software Dev,827396,729722,Active,2023-06-27,2024-05-22
C-2368,SAP,Software Dev,396362,339726,Closed,2023-09-26,2024-07-11
C-2369,Capgemini,Cloud Services,158633,144225,Active (Overrun),2023-08-10,2024-07-16
C-2370,Accenture,ERP Implementation,243352,223124,Active (Overrun),2023-08-18,2024-04-15
C-2371,Oracle,Risk Audit,530419,575289,Active (Overrun),2023-04-02,2024-12-13
C-2372,EY,Cloud Support,213451,244869,Closed,2023-10-14,2024-09-19
C-2373,SAP,Consulting,155896,146100,Closed,2023-06-27,2024-04-03
C-2374,Deloitte,Risk Audit,363325,397056,Active,2023-08-01,2024-02-10
C-2375,PwC,Risk Audit,979260,1153118,Closed,2023-06-18,2024-06-27
C-2376,Capgemini,Finance Ops,529488,444941,Active,2023-04-17,2024-09-21
C-2377,Microsoft,Cloud Support,926581,986967,Closed,2023-06-30,2024-03-20
C-2378,Microsoft,IT Services,325314,383631,Closed,2023-03-31,2024-11-15
C-2379,Capgemini,Risk Audit,457814,540679,Closed,2023-05-14,2024-09-23
C-2380,IBM,Software Licensing,853328,889262,Closed,2023-07-25,2024-05-04
C-2381,Accenture,Finance Ops,237122,194392,Active (Overrun),2023-02-03,2024-01-01
C-2382,Microsoft,ERP Implementation,740016,769592,Active,2023-08-12,2024-11-14
C-2383,Globant,ERP Implementation,861259,894512,Active (Overrun),2023-03-10,2024-04-21
C-2384,SAP,Consulting,423727,466916,Active,2023-03-03,2024-01-16
C-2385,Deloitte,Consulting,260180,219105,Closed,2023-10-21,2024-11-01
C-2386,Microsoft,IT Services,211347,173407,Closed,2023-04-01,2024-03-06
C-2387,Deloitte,Consulting,880271,923627,Active (Overrun),2023-03-08,2025-01-01
C-2388,SAP,Consulting,703853,675223,Closed,2023-01-06,2024-07-05
C-2389,Microsoft,ERP Implementation,800337,707419,Active (Overrun),2023-01-07,2024-05-05
C-2390,Accenture,Cloud Support,261189,245531,Closed,2023-11-06,2024-04-18
C-2391,Globant,Cloud Services,175796,201137,Active (Overrun),2023-07-30,2024-03-14
C-2392,EY,Software Dev,664108,677378,Active,2023-01-23,2024-08-08
C-2393,Oracle,Risk Audit,875233,717883,Active,2023-10-05,2024-01-02
C-2394,Oracle,IT Services,323029,360164,Active,2023-05-05,2024-12-02
C-2395,Oracle,Software Licensing,703157,563791,Closed,2023-11-19,2024-01-31
C-2396,Oracle,Finance Ops,173295,182341,Active (Overrun),2023-02-27,2024-10-17
C-2397,Globant,Consulting,761590,754468,Closed,2023-12-24,2024-04-16
C-2398,SAP,Software Dev,664473,773809,Closed,2023-11-19,2024-06-09
C-2399,EY,Software Licensing,268707,315438,Active (Overrun),2023-06-23,2024-04-12
C-2400,PwC,IT Services,664512,739643,Active,2023-02-23,2024-10-16
C-2401,Oracle,Software Licensing,252040,243357,Closed,2023-06-21,2024-05-31
C-2402,Deloitte,Risk Audit,777680,826795,Active (Overrun),2023-05-23,2024-01-12
C-2403,Deloitte,Cloud Support,605437,620169,Active,2023-11-04,2024-04-19
C-2404,IBM,ERP Implementation,137677,133184,Active (Overrun),2023-06-06,2024-05-05
C-2405,Capgemini,Finance Ops,645322,670375,Active (Overrun),2023-12-27,2024-03-19
C-2406,Capgemini,ERP Implementation,225587,200019,Closed,2023-11-13,2024-09-10
C-2407,Globant,Consulting,105373,124766,Active (Overrun),2023-02-12,2024-10-08
C-2408,Globant,Software Licensing,797346,766099,Closed,2023-03-14,2024-12-23
C-2409,Globant,Cloud Services,766766,862390,Active,2023-10-29,2024-05-27
C-2410,SAP,Finance Ops,460196,400637,Closed,2023-07-20,2024-05-09
C-2411,Accenture,Software Dev,700178,596604,Active,2023-01-01,2024-09-12
C-2412,PwC,Cloud Support,900252,984787,Closed,2023-12-30,2024-04-11
C-2413,SAP,Cloud Support,506145,425127,Active,2023-07-02,2024-02-02
C-2414,Capgemini,Cloud Services,865028,862621,Closed,2023-07-29,2024-05-03
C-2415,Microsoft,Cloud Services,973958,779875,Active,2023-06-06,2024-02-22
C-2416,Microsoft,ERP Implementation,363022,383482,Active (Overrun),2023-07-05,2024-01-07
C-2417,SAP,Consulting,915715,744037,Active,2023-11-24,2024-08-01
C-2418,Oracle,IT Services,750584,735578,Closed,2023-01-08,2024-10-13
C-2419,Deloitte,IT Services,630608,547395,Active,2023-03-24,2024-12-10
C-2420,Microsoft,Software Dev,353985,310123,Active (Overrun),2023-01-18,2024-01-25
C-2421,Deloitte,Software Licensing,112633,116549,Active,2023-03-18,2024-08-11
C-2422,EY,Finance Ops,837735,861733,Active,2023-12-12,2024-05-04
C-2423,Globant,Finance Ops,752065,621110,Active,2023-01-06,2024-04-12
C-2424,Oracle,Cloud Services,121165,141795,Active,2023-10-27,2024-01-26
C-2425,Accenture,IT Services,806148,948339,Closed,2023-06-03,2024-08-22
C-2426,Globant,Finance Ops,374771,388178,Closed,2023-03-09,2024-06-30
C-2427,SAP,Finance Ops,843910,809635,Closed,2023-06-27,2024-02-17
C-2428,EY,Software Dev,224083,214733,Active,2023-12-31,2024-10-21
C-2429,Microsoft,Cloud Services,900252,766902,Active (Overrun),2023-11-25,2024-04-13
C-2430,Microsoft,Consulting,686904,704689,Active,2023-08-07,2024-05-15
C-2431,Microsoft,Software Licensing,159163,154900,Closed,2023-10-28,2024-03-19
C-2432,IBM,Risk Audit,230385,241800,Active,2023-02-13,2024-02-04
C-2433,Capgemini,Cloud Support,536746,634879,Active (Overrun),2023-07-14,2024-07-22
C-2434,Microsoft,IT Services,744128,871391,Active (Overrun),2023-03-05,2024-10-17
C-2435,Oracle,Consulting,354657,416238,Active (Overrun),2023-05-29,2024-09-16
C-2436,Globant,Consulting,103411,107006,Closed,2023-06-18,2024-11-07
C-2437,Capgemini,Software Dev,345853,408790,Active (Overrun),2023-04-30,2024-09-18
C-2438,IBM,IT Services,980703,1061490,Closed,2023-02-18,2024-06-15
C-2439,EY,Cloud Support,354847,413657,Active (Overrun),2023-06-11,2024-07-17
C-2440,IBM,ERP Implementation,789134,847796,Active,2023-08-06,2024-10-29
C-2441,Capgemini,ERP Implementation,695426,825845,Active (Overrun),2023-01-21,2024-06-17
C-2442,IBM,Consulting,167293,179272,Active,2023-05-17,2024-10-25
C-2443,PwC,ERP Implementation,886702,848584,Closed,2023-01-10,2024-03-15
C-2444,Capgemini,Finance Ops,169997,148309,Closed,2023-07-11,2024-05-07
C-2445,Globant,Cloud Support,904343,903712,Active,2023-03-22,2024-03-01
C-2446,Deloitte,Consulting,134841,108232,Active (Overrun),2023-08-25,2024-09-25
C-2447,Capgemini,Software Dev,984221,860701,Active (Overrun),2023-03-18,2024-12-25
C-2448,IBM,IT Services,589997,532028,Closed,2023-06-14,2024-12-21
C-2449,Deloitte,Risk Audit,319365,354350,Active,2023-06-05,2024-01-18
C-2450,Accenture,Finance Ops,602764,592326,Closed,2023-05-20,2024-09-03
C-2451,Microsoft,Software Licensing,844456,1010316,Active,2023-10-11,2024-10-19
C-2452,PwC,IT Services,246839,276218,Closed,2023-05-19,2024-01-14
C-2453,Accenture,Cloud Services,192006,154241,Active,2023-06-05,2024-11-19
C-2454,PwC,IT Services,807189,688419,Active,2023-02-03,2024-07-12
C-2455,Deloitte,Software Licensing,618968,551071,Active (Overrun),2023-11-21,2024-11-02
C-2456,Microsoft,ERP Implementation,527722,545846,Active (Overrun),2023-01-13,2024-08-30
C-2457,EY,IT Services,368377,364953,Active,2023-12-27,2024-06-18
C-2458,SAP,ERP Implementation,654546,712358,Active,2023-11-07,2024-10-13
C-2459,Deloitte,IT Services,111345,105403,Closed,2023-07-23,2024-04-11
C-2460,Oracle,Software Dev,746344,608014,Closed,2023-01-14,2024-09-02
C-2461,Accenture,Risk Audit,60362,67117,Active,2023-12-01,2024-11-01
C-2462,IBM,ERP Implementation,130156,148204,Active (Overrun),2023-08-13,2024-12-14
C-2463,Deloitte,Cloud Services,556396,484639,Active (Overrun),2023-12-28,2024-06-20
C-2464,Accenture,ERP Implementation,335913,344027,Active,2023-01-19,2024-02-21
C-2465,SAP,Consulting,922545,868632,Active (Overrun),2023-05-08,2024-08-13
C-2466,IBM,Software Licensing,194091,224531,Active,2023-06-02,2024-06-25
C-2467,Accenture,Software Licensing,348560,327692,Active (Overrun),2023-01-03,2024-08-22
C-2468,EY,Cloud Support,540151,510699,Closed,2023-09-26,2024-12-06
C-2469,EY,Cloud Services,509910,457593,Closed,2023-06-13,2024-10-26
C-2470,IBM,Consulting,497901,470021,Closed,2023-09-18,2024-04-27
C-2471,Globant,Risk Audit,452978,417812,Active (Overrun),2023-07-21,2024-03-01
C-2472,EY,Cloud Services,294522,292318,Active (Overrun),2023-06-15,2024-03-14
C-2473,PwC,Software Licensing,576686,607447,Active,2023-07-29,2024-03-20
C-2474,EY,Consulting,291568,295932,Active,2023-03-11,2024-09-18
C-2475,Oracle,ERP Implementation,774456,851653,Active,2023-12-03,2024-09-27
C-2476,Microsoft,Software Dev,887536,1023230,Active (Overrun),2023-08-05,2024-01-23
C-2477,PwC,ERP Implementation,525870,550612,Active (Overrun),2023-07-12,2024-11-20
C-2478,EY,Risk Audit,607987,500681,Closed,2023-05-12,2024-10-21
C-2479,Deloitte,ERP Implementation,381797,332352,Closed,2023-08-30,2024-12-13
C-2480,SAP,Finance Ops,829511,829541,Active (Overrun),2023-04-14,2024-04-14
C-2481,Deloitte,Cloud Services,985490,1106295,Active (Overrun),2023-03-29,2024-12-17
C-2482,Deloitte,Consulting,96305,109151,Closed,2023-12-12,2024-01-05
C-2483,PwC,IT Services,264589,211673,Active,2023-01-05,2024-11-12
C-2484,IBM,Consulting,670005,759009,Closed,2023-08-02,2024-07-22
C-2485,IBM,Software Licensing,635721,699890,Active,2023-09-21,2024-11-12
C-2486,Accenture,Software Dev,478831,387311,Active (Overrun),2023-09-30,2024-11-25
C-2487,Globant,Consulting,889869,1004449,Closed,2023-08-18,2024-10-12
C-2488,EY,Risk Audit,816231,803771,Closed,2023-10-23,2024-11-30
C-2489,Globant,IT Services,475634,428840,Active (Overrun),2023-11-03,2024-02-09
C-2490,PwC,ERP Implementation,149928,130457,Active,2023-03-29,2024-11-15
C-2491,PwC,Software Licensing,824868,822127,Closed,2023-10-30,2024-06-09
C-2492,EY,IT Services,844953,998281,Active (Overrun),2023-08-18,2024-05-01
C-2493,Capgemini,Cloud Services,169907,147079,Closed,2023-08-02,2024-10-19
C-2494,Microsoft,Risk Audit,305071,289210,Active,2023-08-12,2024-03-15
C-2495,PwC,IT Services,191383,185976,Closed,2023-12-11,2024-06-08
C-2496,EY,IT Services,140346,143613,Closed,2023-10-25,2024-09-18
C-2497,EY,IT Services,803579,884583,Active (Overrun),2023-09-25,2024-08-30
C-2498,Accenture,IT Services,665551,673670,Active (Overrun),2023-12-29,2024-06-02
C-2499,PwC,ERP Implementation,873737,713601,Active (Overrun),2023-10-28,2024-03-17
C-2500,EY,Risk Audit,584399,517244,Closed,2023-11-07,2024-08-22
C-2501,SAP,Cloud Services,846374,940462,Active,2023-06-18,2024-11-06
C-2502,Capgemini,Software Licensing,54018,62502,Active (Overrun),2023-09-18,2024-04-27
C-2503,SAP,Software Dev,459993,522539,Active,2023-09-21,2024-08-31
C-2504,Deloitte,IT Services,575040,650687,Active (Overrun),2023-02-02,2024-08-20
C-2505,Accenture,Software Dev,826947,936534,Closed,2023-12-20,2024-01-03
C-2506,Microsoft,Finance Ops,275535,325906,Active,2023-07-02,2024-06-23
C-2507,Oracle,Consulting,996284,1139776,Active,2023-04-21,2024-01-26
C-2508,Deloitte,Finance Ops,444969,484979,Active,2023-02-03,2024-06-17
C-2509,PwC,Cloud Support,447042,487954,Active,2023-01-05,2024-07-31
C-2510,EY,Cloud Support,809408,906932,Closed,2023-01-08,2024-10-30
C-2511,PwC,Cloud Services,561652,621462,Closed,2023-05-08,2024-04-28
C-2512,Globant,Software Licensing,567998,537246,Active,2023-11-05,2024-04-07
C-2513,PwC,Finance Ops,86097,75213,Closed,2023-09-30,2024-01-23
C-2514,Deloitte,Software Licensing,461154,512791,Closed,2023-01-16,2024-03-15
C-2515,Accenture,Finance Ops,116806,116906,Closed,2023-07-28,2024-04-11
C-2516,IBM,Risk Audit,175078,183354,Closed,2023-08-10,2024-05-15
C-2517,IBM,Software Licensing,185663,164392,Closed,2023-04-23,2024-12-14
C-2518,Deloitte,Consulting,667009,651264,Active (Overrun),2023-08-07,2024-09-16
C-2519,PwC,Finance Ops,987797,840459,Active,2023-01-10,2024-11-10
C-2520,Globant,ERP Implementation,153477,135346,Closed,2023-07-02,2024-04-14
C-2521,Deloitte,Cloud Services,448662,398294,Closed,2023-04-14,2024-07-24
C-2522,Capgemini,ERP Implementation,372618,438525,Active,2023-09-16,2024-07-24
C-2523,Oracle,Cloud Support,842490,703113,Active,2023-05-09,2024-05-24
C-2524,PwC,IT Services,747387,860756,Active,2023-04-15,2024-10-09
C-2525,Accenture,Risk Audit,961970,947518,Closed,2023-12-06,2024-02-12
C-2526,Microsoft,Consulting,428791,434709,Closed,2023-04-23,2024-09-18
C-2527,Globant,IT Services,89918,86332,Closed,2023-11-27,2024-05-02
C-2528,Globant,Cloud Services,205510,179254,Closed,2023-01-24,2024-03-17
C-2529,SAP,Risk Audit,471299,450137,Closed,2023-01-30,2024-11-17
C-2530,EY,Risk Audit,777211,782673,Closed,2023-01-08,2024-07-13
C-2531,IBM,Cloud Support,318890,376660,Closed,2023-04-29,2024-05-13
C-2532,Oracle,IT Services,566171,676048,Active (Overrun),2023-04-02,2024-07-12
C-2533,Deloitte,Cloud Services,500536,587130,Active (Overrun),2023-09-09,2024-07-22
C-2534,SAP,Finance Ops,858653,767955,Active,2023-09-05,2024-05-16
C-2535,Capgemini,Software Licensing,548407,471030,Active,2023-02-17,2024-01-25
C-2536,Accenture,Finance Ops,707105,594909,Closed,2023-10-02,2024-02-16
C-2537,IBM,Cloud Support,977158,944840,Active,2023-12-03,2024-01-16
C-2538,Microsoft,Software Dev,143609,145995,Active (Overrun),2023-01-04,2024-04-10
C-2539,Oracle,Software Dev,873052,740020,Closed,2023-05-10,2024-10-30
C-2540,Deloitte,Consulting,712484,786696,Active (Overrun),2023-03-24,2024-07-31
C-2541,Oracle,Cloud Services,605273,659214,Active (Overrun),2023-12-27,2024-01-27
C-2542,Capgemini,Software Licensing,688836,722931,Active,2023-08-23,2024-03-15
C-2543,Microsoft,Consulting,768392,813925,Active (Overrun),2023-10-19,2024-10-14
C-2544,SAP,Cloud Services,289225,303713,Closed,2023-02-12,2024-03-15
C-2545,Globant,Software Dev,226360,202418,Active,2023-05-06,2024-10-23
C-2546,Deloitte,Cloud Support,869560,893936,Active (Overrun),2023-06-14,2024-10-06
C-2547,PwC,Cloud Services,143455,144933,Closed,2023-06-15,2024-07-10
C-2548,SAP,IT Services,173367,180873,Active,2023-10-06,2024-01-21
C-2549,Oracle,ERP Implementation,171845,174669,Active (Overrun),2023-08-08,2024-09-17
C-2550,PwC,Cloud Support,386290,356893,Closed,2023-04-13,2024-01-14
C-2551,Capgemini,Finance Ops,402772,476523,Active (Overrun),2023-03-09,2024-08-05
C-2552,Capgemini,ERP Implementation,995651,1163973,Closed,2023-11-06,2024-10-08
C-2553,Globant,ERP Implementation,197244,168081,Active,2023-12-01,2024-01-05
C-2554,Capgemini,Software Dev,209387,237624,Closed,2023-01-07,2024-05-04
C-2555,Deloitte,Finance Ops,667376,762924,Closed,2023-06-13,2024-01-25
C-2556,SAP,Cloud Support,859424,793231,Active (Overrun),2023-05-19,2024-06-11
C-2557,Microsoft,Cloud Services,278456,283944,Active,2023-03-09,2024-10-06
C-2558,Globant,Software Dev,112395,97618,Active (Overrun),2023-02-19,2024-03-24
C-2559,Oracle,Cloud Support,841455,763359,Closed,2023-07-26,2024-08-19
C-2560,Deloitte,ERP Implementation,488755,462022,Closed,2023-10-26,2024-08-05
C-2561,Microsoft,Software Dev,116646,129601,Closed,2023-03-28,2024-09-04
C-2562,Microsoft,IT Services,969173,1001054,Active (Overrun),2023-01-11,2024-02-12
C-2563,Capgemini,Cloud Support,731659,608065,Active (Overrun),2023-11-20,2024-03-07
C-2564,Oracle,Finance Ops,657109,630664,Active (Overrun),2023-03-04,2024-06-15
C-2565,Accenture,Finance Ops,63895,73723,Active,2023-07-02,2024-02-16
C-2566,IBM,Finance Ops,524777,566925,Closed,2023-01-04,2024-01-08
C-2567,Globant,Cloud Services,680627,606134,Closed,2023-10-20,2024-05-03
C-2568,IBM,Software Licensing,329320,287127,Active (Overrun),2023-08-07,2024-01-07
C-2569,Deloitte,Risk Audit,684783,731274,Active,2023-10-12,2024-04-28
C-2570,IBM,Software Licensing,839494,939039,Closed,2023-10-12,2024-04-02
C-2571,Microsoft,Risk Audit,578324,588800,Active,2023-01-19,2024-06-11
C-2572,SAP,ERP Implementation,642253,593794,Active,2023-06-04,2024-07-10
C-2573,IBM,IT Services,558480,514941,Closed,2023-12-23,2024-12-26
C-2574,EY,Cloud Services,638393,607780,Active (Overrun),2023-11-28,2024-03-21
C-2575,Microsoft,Cloud Services,969841,820015,Closed,2023-09-25,2024-07-22
C-2576,Capgemini,IT Services,435202,420735,Active,2023-06-23,2024-04-24
C-2577,Deloitte,Risk Audit,731629,727285,Active (Overrun),2023-03-07,2024-11-25
C-2578,Capgemini,IT Services,681204,769776,Active (Overrun),2023-02-10,2024-01-26
C-2579,Capgemini,IT Services,50834,52195,Active,2023-05-16,2024-06-06
C-2580,PwC,Risk Audit,898011,993618,Closed,2023-11-25,2024-02-02
C-2581,Capgemini,Finance Ops,707833,747457,Active,2023-12-21,2024-12-30
C-2582,Accenture,Finance Ops,449743,374088,Closed,2023-03-15,2025-01-01
C-2583,EY,Cloud Support,169559,160138,Active (Overrun),2023-04-21,2024-01-26
C-2584,Capgemini,Cloud Services,674581,697138,Active (Overrun),2023-01-29,2024-06-05
C-2585,Oracle,Cloud Support,930776,883301,Active,2023-01-15,2024-09-15
C-2586,PwC,Consulting,815881,888637,Active,2023-08-12,2024-08-03
C-2587,Oracle,Risk Audit,376675,417490,Active (Overrun),2023-06-30,2024-10-22
C-2588,EY,Software Dev,788603,730780,Active (Overrun),2023-04-22,2024-02-16
C-2589,Globant,Software Licensing,718914,654760,Closed,2023-09-12,2024-05-05
C-2590,Accenture,Risk Audit,863971,1025364,Closed,2023-03-15,2024-11-11
C-2591,SAP,Finance Ops,814081,886326,Active,2023-11-28,2024-09-22
C-2592,Accenture,Software Dev,799868,764642,Active (Overrun),2023-08-20,2024-08-17
C-2593,Capgemini,IT Services,351845,381183,Active,2023-08-26,2024-02-14
C-2594,IBM,Software Licensing,940364,1127673,Closed,2023-05-19,2024-07-15
C-2595,Capgemini,IT Services,386619,378582,Active (Overrun),2023-03-04,2024-04-10
C-2596,PwC,Risk Audit,110905,110753,Closed,2023-02-08,2024-08-07
C-2597,Capgemini,ERP Implementation,935929,911812,Closed,2023-12-07,2024-03-06
C-2598,SAP,Risk Audit,55206,64569,Active (Overrun),2023-12-09,2024-11-29
C-2599,Globant,Finance Ops,93917,83833,Active,2023-08-28,2024-02-21
C-2600,IBM,Cloud Services,395107,354286,Active,2023-05-10,2024-11-09
C-2601,Microsoft,Cloud Services,545253,599866,Active (Overrun),2023-02-14,2024-08-07
C-2602,Accenture,Risk Audit,759335,694644,Closed,2023-11-30,2024-07-09
C-2603,Capgemini,Software Licensing,849955,850755,Active,2023-06-26,2024-05-01
C-2604,PwC,IT Services,361164,380938,Closed,2023-09-06,2024-01-28
C-2605,Deloitte,Risk Audit,656425,782266,Closed,2023-04-26,2024-08-23
C-2606,Microsoft,Software Licensing,943131,977763,Active (Overrun),2023-06-15,2024-04-04
C-2607,Oracle,Risk Audit,803370,784258,Active (Overrun),2023-04-19,2024-04-28
C-2608,Microsoft,Risk Audit,974818,968570,Closed,2023-11-16,2024-01-10
C-2609,Oracle,Software Licensing,248671,297180,Active (Overrun),2023-06-18,2024-05-06
C-2610,Capgemini,Risk Audit,718133,745727,Active,2023-06-16,2024-08-07
C-2611,EY,Risk Audit,120308,107402,Active,2023-02-12,2024-12-05
C-2612,PwC,Cloud Support,455367,427975,Closed,2023-12-12,2024-03-16
C-2613,Oracle,ERP Implementation,465647,513221,Active,2023-11-05,2024-02-26
C-2614,SAP,Cloud Services,873370,750043,Active,2023-12-01,2024-10-07
C-2615,Oracle,Cloud Support,348429,288415,Active,2023-06-10,2024-04-28
C-2616,Accenture,IT Services,957961,910912,Active,2023-07-14,2024-06-30
C-2617,EY,Finance Ops,752696,853079,Active,2023-02-05,2025-01-01
C-2618,SAP,ERP Implementation,874140,1032609,Active (Overrun),2023-07-10,2024-07-26
C-2619,EY,Software Licensing,635541,616119,Closed,2023-01-11,2024-06-25
C-2620,SAP,Software Licensing,305016,274920,Active,2023-04-19,2024-08-31
C-2621,Oracle,Software Licensing,472703,441864,Active,2023-06-12,2024-12-09
C-2622,Oracle,IT Services,455868,468597,Closed,2023-03-22,2024-12-31
C-2623,Microsoft,Consulting,535818,624479,Closed,2023-10-19,2024-02-24
C-2624,Globant,Software Dev,998916,1194016,Closed,2023-03-23,2024-08-13
C-2625,PwC,ERP Implementation,398170,472310,Active,2023-10-06,2024-01-22
C-2626,EY,Finance Ops,434537,410092,Active,2023-11-30,2024-05-16
C-2627,SAP,IT Services,207379,170898,Closed,2023-06-12,2024-01-15
C-2628,Microsoft,Finance Ops,808730,773173,Active,2023-07-28,2024-05-21
C-2629,Capgemini,ERP Implementation,54661,44810,Active,2023-10-03,2024-09-14
C-2630,Oracle,IT Services,795031,921156,Active (Overrun),2023-06-11,2024-03-02
C-2631,Oracle,Software Licensing,547118,565016,Active (Overrun),2023-04-02,2024-09-16
C-2632,IBM,Cloud Support,386050,322226,Closed,2023-08-30,2024-03-26
C-2633,IBM,Finance Ops,746465,853343,Active,2023-01-29,2024-04-22
C-2634,PwC,Cloud Support,184401,207939,Closed,2023-07-09,2024-08-04
C-2635,Oracle,Software Dev,583669,524300,Active (Overrun),2023-07-08,2024-08-20
C-2636,EY,IT Services,892997,908171,Active,2023-04-12,2024-12-06
C-2637,SAP,Cloud Support,358138,338000,Active,2023-03-14,2024-12-11
C-2638,SAP,ERP Implementation,153800,139577,Closed,2023-04-07,2024-11-03
C-2639,EY,Consulting,785610,846670,Active,2023-08-19,2024-11-19
C-2640,Deloitte,Software Licensing,799502,827967,Closed,2023-05-08,2024-02-16
C-2641,Globant,Cloud Support,404381,385455,Active (Overrun),2023-01-31,2024-11-10
C-2642,Deloitte,Consulting,962831,888692,Active,2023-07-23,2024-04-02
C-2643,SAP,Consulting,801053,662210,Active (Overrun),2023-09-17,2024-07-09
C-2644,Oracle,Software Licensing,522988,441434,Active,2023-03-08,2024-04-03
C-2645,Oracle,Cloud Services,95578,103068,Active (Overrun),2023-05-19,2024-05-31
C-2646,PwC,Software Dev,703122,628617,Closed,2023-06-10,2024-07-21
C-2647,Globant,Consulting,86996,98024,Closed,2023-12-01,2024-10-09
C-2648,EY,Finance Ops,353299,355369,Active (Overrun),2023-12-15,2024-07-05
C-2649,Globant,Finance Ops,674354,679055,Closed,2023-09-13,2024-07-05
C-2650,Deloitte,Risk Audit,869858,1017833,Active,2023-10-10,2024-01-13
C-2651,EY,Cloud Services,947604,1108957,Active (Overrun),2023-12-23,2024-05-05
C-2652,Capgemini,Finance Ops,798102,789652,Closed,2023-12-15,2024-02-16
C-2653,Globant,Software Licensing,429234,394173,Active (Overrun),2023-11-02,2024-03-22
C-2654,IBM,Software Licensing,683384,723012,Active,2023-05-21,2024-01-15
C-2655,Capgemini,ERP Implementation,532943,433664,Closed,2023-08-23,2024-04-29
C-2656,EY,IT Services,390548,427372,Active (Overrun),2023-06-27,2024-01-01
C-2657,EY,ERP Implementation,484336,580880,Closed,2023-12-26,2024-06-01
C-2658,PwC,ERP Implementation,74171,68000,Active (Overrun),2023-02-13,2024-07-18
C-2659,Globant,Software Licensing,847041,765270,Active (Overrun),2023-06-23,2024-08-30
C-2660,Globant,Cloud Support,993928,970187,Active,2023-02-04,2024-03-15
C-2661,EY,IT Services,839614,958400,Active (Overrun),2023-02-16,2024-08-28
C-2662,Globant,IT Services,811600,944836,Closed,2023-11-04,2024-08-25
C-2663,Capgemini,Consulting,172831,138319,Active (Overrun),2023-01-22,2024-08-11
C-2664,EY,ERP Implementation,237593,221750,Active,2023-02-11,2024-03-05
C-2665,SAP,ERP Implementation,172022,183748,Active (Overrun),2023-02-25,2024-11-04
C-2666,PwC,Cloud Services,687189,752603,Active,2023-06-13,2024-09-16
C-2667,Globant,Risk Audit,923604,1066552,Active (Overrun),2023-01-01,2024-10-27
C-2668,Deloitte,Consulting,681096,638375,Active (Overrun),2023-01-26,2024-12-03
C-2669,Globant,IT Services,881775,884880,Active,2023-01-08,2024-01-19
C-2670,SAP,ERP Implementation,217091,210511,Active (Overrun),2023-05-20,2024-08-11
C-2671,IBM,Finance Ops,433540,403624,Active,2023-12-14,2024-03-06
C-2672,Capgemini,Cloud Services,488923,497848,Closed,2023-03-31,2024-05-23
C-2673,Accenture,Cloud Support,119991,106794,Active,2023-12-15,2024-03-04
C-2674,PwC,Finance Ops,447025,518021,Active (Overrun),2023-08-22,2024-08-30
C-2675,IBM,Cloud Support,500457,546551,Active (Overrun),2023-02-18,2024-03-24
C-2676,IBM,Consulting,122009,116276,Closed,2023-06-09,2024-04-24
C-2677,IBM,IT Services,852784,897084,Active (Overrun),2023-08-03,2024-06-24
C-2678,SAP,Cloud Support,347580,278495,Active (Overrun),2023-06-03,2024-03-25
C-2679,EY,Finance Ops,684188,631938,Closed,2023-08-02,2024-12-11
C-2680,Capgemini,Cloud Services,627117,599801,Closed,2023-10-06,2024-11-27
C-2681,Deloitte,Risk Audit,858667,879103,Closed,2023-07-05,2024-01-19
C-2682,Accenture,Finance Ops,665004,600621,Closed,2023-03-12,2024-01-10
C-2683,Microsoft,Finance Ops,660551,707555,Active,2023-12-23,2024-04-03
C-2684,PwC,Software Dev,349567,316221,Active (Overrun),2023-05-27,2024-02-14
C-2685,Capgemini,Finance Ops,797201,710101,Active (Overrun),2023-08-12,2024-09-19
C-2686,EY,Consulting,704041,616238,Active (Overrun),2023-12-23,2024-01-20
